"biotypes"	"length"	"gc"
"TRPM8"	"unknown"	5621.0	43.78224515210817
"SPP2"	"unknown"	1019.0	45.338567222767416
"ARL4C"	"unknown"	3923.5	50.08106759790471
"SH3BP4"	"unknown"	5183.0	53.694771367933626
"AGAP1"	"unknown"	7902.0	56.89856542815894
"AGAP1-IT1"	"unknown"	664.0	54.36746987951807
"GBX2"	"unknown"	1781.5	58.01071406062898
"ASB18"	"unknown"	1401.0	66.38115631691649
"IQCA1"	"unknown"	3211.25	45.011143688679006
"ACKR3"	"unknown"	2100.0	49.0
"COPS8"	"unknown"	2290.5	43.79094829804927
"COL6A3"	"unknown"	7367.0	53.97507177470412
"MLPH"	"unknown"	3665.2	54.28667826792788
"MIR6811"	"unknown"	58.0	58.62068965517241
"PRLH"	"unknown"	264.0	67.04545454545455
"RAB17"	"unknown"	1923.0	57.74911007209073
"LRRFIP1"	"unknown"	4187.2	46.00803157774675
"RBM44"	"unknown"	4283.0	35.115573196357694
"RAMP1"	"unknown"	943.5	66.35637191288956
"UBE2F"	"unknown"	2153.0	46.12205874401758
"UBE2F-SCLY"	"unknown"	2972.0	55.61911170928668
"SCLY"	"unknown"	2527.0	57.97388207360507
"ESPNL"	"unknown"	4146.5	66.38359824508166
"KLHL30"	"unknown"	3685.0	62.52374491180461
"FAM132B"	"unknown"	2902.0	63.23225361819435
"ILKAP"	"unknown"	1443.0	54.33125433125433
"LOC151174"	"unknown"	1402.5	61.57695524203621
"LOC643387"	"unknown"	2659.0	44.52801805189921
"HES6"	"unknown"	1438.6666666666667	66.40109982647657
"PER2"	"unknown"	6342.0	52.1759697256386
"TRAF3IP1"	"unknown"	4077.0	45.25851233508435
"ASB1"	"unknown"	6833.0	52.334260207815014
"LINC01107"	"unknown"	2420.0	55.53719008264463
"TWIST2"	"unknown"	1292.5	58.50536275546415
"FLJ43879"	"unknown"	3489.0	54.80080252221267
"HDAC4"	"unknown"	8976.0	55.10249554367201
"MIR4440"	"unknown"	98.0	58.16326530612245
"MIR4441"	"unknown"	100.0	51.0
"MGC16025"	"unknown"	2127.0	55.00705218617772
"MIR4269"	"unknown"	84.0	61.904761904761905
"MIR2467"	"unknown"	81.0	60.49382716049383
"LOC150935"	"unknown"	1017.0	46.70599803343166
"MIR4786"	"unknown"	80.0	60.0
"NDUFA10"	"unknown"	4915.0	47.426246185147505
"OR6B2"	"unknown"	939.0	55.91054313099041
"PRR21"	"unknown"	1170.0	60.085470085470085
"OR6B3"	"unknown"	996.0	55.92369477911647
"MYEOV2"	"unknown"	602.5	55.33774083198922
"OTOS"	"unknown"	566.0	64.48763250883393
"GPC1"	"unknown"	3686.0	66.57623440043407
"PP14571"	"unknown"	2017.0	56.12295488349033
"MIR149"	"unknown"	89.0	71.91011235955057
"ANKMY1"	"unknown"	2842.1666666666665	60.484810020409235
"DUSP28"	"unknown"	1555.0	62.057877813504824
"RNPEPL1"	"unknown"	3018.0	66.73293571901922
"CAPN10-AS1"	"unknown"	3567.0	53.01373703392206
"CAPN10"	"unknown"	2411.5	65.32228277208034
"GPR35"	"unknown"	2021.6666666666667	62.56140355219188
"AQP12B"	"unknown"	1114.0	65.8886894075404
"AQP12A"	"unknown"	1084.0	65.49815498154982
"KIF1A"	"unknown"	8978.0	61.03668347936883
"AGXT"	"unknown"	1598.0	62.70337922403004
"C2orf54"	"unknown"	2168.0	59.33020061608293
"LOC200772"	"unknown"	2272.0	61.267605633802816
"SNED1"	"unknown"	6834.0	58.34064969271291
"MTERF4"	"unknown"	2883.5	49.175603056426034
"PASK"	"unknown"	4646.2	55.77089015618179
"PPP1R7"	"unknown"	1940.142857142857	53.48880569356685
"ANO7"	"unknown"	2509.5	61.859388458225666
"HDLBP"	"unknown"	6308.666666666667	53.88489562660346
"SEPT2"	"unknown"	3527.6666666666665	42.65131463545651
"FARP2"	"unknown"	3033.3333333333335	53.72751719299501
"MIR3133"	"unknown"	78.0	28.205128205128204
"STK25"	"unknown"	2475.777777777778	60.304648817138236
"BOK-AS1"	"unknown"	826.0	58.232445520581116
"BOK"	"unknown"	2647.0	66.03702304495656
"THAP4"	"unknown"	1506.5	59.39527610378621
"ATG4B"	"unknown"	2887.0	59.161749554781366
"DTYMK"	"unknown"	1154.6666666666667	59.64799501072752
"ING5"	"unknown"	5198.0	54.270873412851095
"D2HGDH"	"unknown"	2398.3333333333335	66.53459003883884
"GAL3ST2"	"unknown"	1449.0	68.32298136645963
"NEU4"	"unknown"	2262.4	68.22348754011209
"PDCD1"	"unknown"	2112.0	64.96212121212122
"RTP5"	"unknown"	1798.0	66.0734149054505
"LINC01237"	"unknown"	576.0	53.47222222222222
"LOC102723927"	"unknown"	2170.0	50.36866359447004
"LOC728323"	"unknown"	1387.25	47.39526732401592
"DEFB125"	"unknown"	665.0	41.50375939849624
"DEFB126"	"unknown"	471.0	44.79830148619958
"DEFB127"	"unknown"	514.0	40.46692607003891
"DEFB128"	"unknown"	373.0	41.55495978552279
"DEFB129"	"unknown"	698.0	41.83381088825215
"DEFB132"	"unknown"	2120.0	40.424528301886795
"C20orf96"	"unknown"	1606.0	52.24159749879034
"ZCCHC3"	"unknown"	2757.0	55.60391730141458
"NRSN2-AS1"	"unknown"	1394.0	44.40459110473458
"SOX12"	"unknown"	4658.0	62.15113782739373
"NRSN2"	"unknown"	2386.0	61.274098910310144
"TRIB3"	"unknown"	2175.5	59.59450094693788
"RBCK1"	"unknown"	2689.5	64.54911586001073
"TBC1D20"	"unknown"	3259.0	53.12824172071559
"CSNK2A1"	"unknown"	2688.0	45.468461234139774
"TCF15"	"unknown"	1227.0	65.52567237163814
"SRXN1"	"unknown"	2689.0	53.73744886574935
"SCRT2"	"unknown"	3577.0	65.25020967291026
"SLC52A3"	"unknown"	2695.0	58.701298701298704
"FAM110A"	"unknown"	1748.6666666666667	64.65636402960367
"ANGPT4"	"unknown"	1921.0	60.176991150442475
"RSPO4"	"unknown"	2616.0	59.98841664439098
"PSMF1"	"unknown"	3690.5	48.43496255810487
"TMEM74B"	"unknown"	1544.0	59.69857546268941
"C20orf202"	"unknown"	1604.0	48.6284289276808
"RAD21L1"	"unknown"	1808.0	39.38053097345133
"SNPH"	"unknown"	4994.0	61.45374449339207
"SDCBP2"	"unknown"	1468.6666666666667	56.660076125995026
"FKBP1A-SDCBP2"	"unknown"	1687.0	58.56550088915234
"SDCBP2-AS1"	"unknown"	2382.0	48.603376158653965
"FKBP1A"	"unknown"	1351.3333333333333	50.202136072312804
"MIR6869"	"unknown"	62.0	72.58064516129032
"NSFL1C"	"unknown"	3498.0	53.35868624804916
"SIRPB2"	"unknown"	2686.0	53.91244972359883
"SIRPD"	"unknown"	812.0	49.26108374384236
"SIRPB1"	"unknown"	2138.6666666666665	52.462548457993684
"SIRPG"	"unknown"	1388.0	54.2779791912113
"SIRPG-AS1"	"unknown"	2796.0	47.85407725321888
"LOC100289473"	"unknown"	747.0	55.82329317269076
"SIRPA"	"unknown"	4059.3333333333335	56.10640085045059
"PDYN"	"unknown"	2668.4	49.35787668160648
"STK35"	"unknown"	6411.0	55.2955857120574
"LOC388780"	"unknown"	835.0	62.75449101796407
"TGM3"	"unknown"	2677.0	54.91221516623086
"TGM6"	"unknown"	2225.0	59.28187174796649
"SNRPB"	"unknown"	1080.0	58.219480117925606
"SNORD119"	"unknown"	96.0	40.625
"ZNF343"	"unknown"	3142.6666666666665	49.10459860334513
"TMC2"	"unknown"	3169.0	52.95045755758915
"NOP56"	"unknown"	2103.0	53.19724118809136
"MIR1292"	"unknown"	66.0	71.21212121212122
"SNORD110"	"unknown"	75.0	45.333333333333336
"SNORA51"	"unknown"	132.0	50.75757575757576
"SNORD86"	"unknown"	86.0	58.13953488372093
"SNORD56"	"unknown"	71.0	45.070422535211264
"SNORD57"	"unknown"	72.0	44.44444444444444
"IDH3B"	"unknown"	1391.6666666666667	54.58074452450489
"EBF4"	"unknown"	2911.0	66.40329783579526
"CPXM1"	"unknown"	2289.0	60.45695592286501
"C20orf141"	"unknown"	672.0	60.7878785176532
"TMEM239"	"unknown"	701.0	63.62339514978602
"PCED1A"	"unknown"	1891.5	62.16976362027556
"VPS16"	"unknown"	2540.0	57.38804273698568
"PTPRA"	"unknown"	3355.6666666666665	48.746311092329655
"GNRH2"	"unknown"	410.5	65.71157901634578
"MRPS26"	"unknown"	1039.0	62.46390760346487
"OXT"	"unknown"	513.0	67.83625730994152
"AVP"	"unknown"	619.0	71.89014539579968
"UBOX5-AS1"	"unknown"	1794.0	54.68227424749164
"UBOX5"	"unknown"	4289.333333333333	55.76457201643759
"FASTKD5"	"unknown"	2863.0	45.44184421935033
"LZTS3"	"unknown"	4101.0	62.71641063155328
"DDRGK1"	"unknown"	1254.0	59.888357256778306
"ITPA"	"unknown"	1063.1666666666667	57.84619166538355
"SLC4A11"	"unknown"	3149.3333333333335	59.025347684718945
"C20orf194"	"unknown"	6909.0	48.646692719641045
"ATRN"	"unknown"	5402.0	48.429811512974936
"GFRA4"	"unknown"	1472.0	66.96736218673765
"ADAM33"	"unknown"	3532.0	63.17455309395668
"SIGLEC1"	"unknown"	6720.0	60.625
"HSPA12B"	"unknown"	3146.5	64.57969124666934
"C20orf27"	"unknown"	1481.25	64.23346617907993
"SPEF1"	"unknown"	1587.0	64.90233144297416
"CENPB"	"unknown"	2840.0	66.19718309859155
"CDC25B"	"unknown"	3100.6	57.62984920928194
"LOC101929125"	"unknown"	706.0	50.70821529745042
"AP5S1"	"unknown"	1877.3333333333333	59.46152176165388
"MAVS"	"unknown"	11655.0	52.01713948198289
"PANK2"	"unknown"	1918.3333333333333	45.80042435566602
"MIR103A2"	"unknown"	78.0	44.87179487179487
"MIR103B2"	"unknown"	62.0	46.774193548387096
"RNF24"	"unknown"	3295.3333333333335	49.23668924728509
"SMOX"	"unknown"	1986.4	60.881869655190584
"LINC01433"	"unknown"	682.0	51.90615835777126
"ADRA1D"	"unknown"	2666.0	64.85371342835708
"PRNP"	"unknown"	2714.3333333333335	47.05898145751184
"PRND"	"unknown"	4038.0	45.76523031203566
"PRNT"	"unknown"	2100.6666666666665	47.82857094046178
"RASSF2"	"unknown"	5355.5	48.55577110244971
"SLC23A2"	"unknown"	6953.0	49.086937714545186
"TMEM230"	"unknown"	1623.25	44.53515273790424
"PCNA"	"unknown"	1337.0	44.87364631038274
"PCNA-AS1"	"unknown"	384.0	61.458333333333336
"CDS2"	"unknown"	9323.0	48.09610640351818
"PROKR2"	"unknown"	1155.0	54.54545454545455
"LINC00658"	"unknown"	1628.0	51.658344851058175
"LOC643406"	"unknown"	3799.0	49.64464332719137
"LINC00654"	"unknown"	3591.0	49.735449735449734
"LOC101929207"	"unknown"	358.0	49.16201117318436
"GPCPD1"	"unknown"	5459.0	40.025645722659824
"C20orf196"	"unknown"	1435.25	46.99707868595078
"CHGB"	"unknown"	2650.0	52.83018867924528
"TRMT6"	"unknown"	2294.0	43.76955898673825
"MCM8"	"unknown"	3722.8	42.13620897032369
"MCM8-AS1"	"unknown"	1131.0	46.86118479221928
"CRLS1"	"unknown"	3802.5	40.86177287398565
"LRRN4"	"unknown"	2955.0	62.8087986463621
"FERMT1"	"unknown"	5151.0	48.49543777907203
"CASC20"	"unknown"	1563.0	33.97312859884837
"BMP2"	"unknown"	3150.0	48.507936507936506
"LINC01428"	"unknown"	874.0	43.24942791762014
"LOC101929312"	"unknown"	1651.0	39.43064809206542
"MIR8062"	"unknown"	85.0	34.11764705882353
"HAO1"	"unknown"	1746.0	43.986254295532646
"TMX4"	"unknown"	6164.0	41.677482154445165
"PLCB1"	"unknown"	7148.0	40.85649770408047
"RNU105B"	"unknown"	209.0	51.196172248803826
"PLCB4"	"unknown"	5486.333333333333	39.79612979507141
"LAMP5-AS1"	"unknown"	1928.0	55.34232365145228
"LAMP5"	"unknown"	1976.0	51.513145412310074
"PAK7"	"unknown"	4724.0	45.06866220593244
"LOC101929371"	"unknown"	791.0	40.4551201011378
"SNAP25-AS1"	"unknown"	2959.0	37.850625211220006
"ANKEF1"	"unknown"	3848.6666666666665	43.7726560552577
"SNAP25"	"unknown"	2054.0	42.8188899707887
"MKKS"	"unknown"	2529.3333333333335	40.59938395387354
"SLX4IP"	"unknown"	1407.0	45.77114427860697
"JAG1"	"unknown"	5987.0	49.80791715383331
"MIR6870"	"unknown"	60.0	51.666666666666664
"LOC101929395"	"unknown"	499.0	38.677354709418836
"LOC101929413"	"unknown"	2006.0	44.616151545363905
"LOC339593"	"unknown"	2274.0	43.27176781002638
"LINC00687"	"unknown"	524.0	47.13740458015267
"BTBD3"	"unknown"	4622.666666666667	41.68942329279679
"LOC101929486"	"unknown"	3031.0	44.37479379742659
"LOC102606466"	"unknown"	829.0	43.667068757539205
"LOC100505515"	"unknown"	599.0	51.75292153589316
"SPTLC3"	"unknown"	3845.0	42.60078023407022
"ISM1"	"unknown"	2592.0	49.614197530864196
"ISM1-AS1"	"unknown"	1046.0	44.263862332695986
"TASP1"	"unknown"	2351.0	43.21565291365376
"ESF1"	"unknown"	3210.5	35.415041601664065
"NDUFAF5"	"unknown"	2296.6666666666665	41.13774874348407
"SEL1L2"	"unknown"	2167.0	41.892952455409244
"MACROD2"	"unknown"	4643.0	40.977330562215144
"FLRT3"	"unknown"	3927.0	38.887614262207435
"MACROD2-IT1"	"unknown"	665.0	45.41353383458647
"MACROD2-AS1"	"unknown"	804.6666666666666	45.84596538323095
"LOC613266"	"unknown"	2175.5	41.6833271488944
"KIF16B"	"unknown"	5004.0	45.89709161152508
"SNRPB2"	"unknown"	1631.0	37.77519028950645
"OTOR"	"unknown"	1482.0	37.11201079622132
"PCSK2"	"unknown"	4708.0	46.56674457026882
"BFSP1"	"unknown"	2142.2	51.42955054532634
"DSTN"	"unknown"	1680.0	42.130711940622646
"RRBP1"	"unknown"	3753.5	59.6114260524388
"BANF2"	"unknown"	474.0	52.67323165790302
"SNX5"	"unknown"	2287.3333333333335	44.860325226784106
"SNORD17"	"unknown"	237.0	49.78902953586498
"MGME1"	"unknown"	2255.3333333333335	45.61380280723815
"OVOL2"	"unknown"	1390.3333333333333	55.062840130676
"PET117"	"unknown"	1158.0	46.718480138169255
"CSRP2BP"	"unknown"	3433.0	46.75300823608845
"ZNF133"	"unknown"	2551.125	54.81554118360211
"LINC00851"	"unknown"	726.0	56.06060606060606
"DZANK1"	"unknown"	3500.0	47.542857142857144
"POLR3F"	"unknown"	2212.6666666666665	40.62141528529721
"MIR3192"	"unknown"	77.0	48.05194805194805
"RBBP9"	"unknown"	3860.0	40.69948186528497
"SEC23B"	"unknown"	3329.2	45.66797722881612
"LINC00493"	"unknown"	492.0	44.71544715447155
"DTD1"	"unknown"	1367.0	52.377468910021946
"LOC101929526"	"unknown"	1694.0	49.76387249114522
"LINC00652"	"unknown"	1470.5	45.34208725954242
"LOC100270804"	"unknown"	2017.0	43.926623698562224
"C20orf78"	"unknown"	1021.0	49.510792029527096
"SCP2D1"	"unknown"	666.0	46.3963963963964
"SLC24A3"	"unknown"	3889.0	53.58704037027513
"LOC100130264"	"unknown"	1789.0	45.891559530463944
"RIN2"	"unknown"	4377.0	49.03494963672395
"NAA20"	"unknown"	1066.3333333333333	43.554879148886734
"CRNKL1"	"unknown"	4225.6	40.82176589989481
"CFAP61"	"unknown"	3033.0	46.880144982488346
"INSM1"	"unknown"	2828.0	63.15417256011315
"RALGAPA2"	"unknown"	9426.0	48.30256736685763
"KIZ"	"unknown"	2038.5	45.84169088153503
"KIZ-AS1"	"unknown"	1161.0	43.92764857881137
"XRN2"	"unknown"	3435.0	42.91120815138282
"NKX2-4"	"unknown"	1619.0	64.66954910438542
"NKX2-2"	"unknown"	2080.0	57.30769230769231
"LOC101929625"	"unknown"	567.0	46.560846560846564
"LOC101929608"	"unknown"	1253.0	50.359138068635275
"PAX1"	"unknown"	5347.0	52.90816660594695
"LINC01432"	"unknown"	677.0	45.19940915805022
"LINC01427"	"unknown"	511.0	39.53033268101761
"LOC284788"	"unknown"	1633.0	45.1952656062425
"LINC00261"	"unknown"	4911.0	42.94441050702505
"FOXA2"	"unknown"	2416.5	58.72271779951126
"LINC01384"	"unknown"	659.0	47.95144157814871
"SSTR4"	"unknown"	1258.0	66.53418124006359
"THBD"	"unknown"	4032.0	54.71230158730159
"CD93"	"unknown"	6701.0	50.91777346664677
"LINC00656"	"unknown"	1910.0	54.50261780104712
"NXT1"	"unknown"	1117.0	55.95344673231871
"LINC01431"	"unknown"	636.0	51.886792452830186
"GZF1"	"unknown"	4741.0	45.243619489559165
"NAPB"	"unknown"	3746.0	41.50076034043654
"CSTL1"	"unknown"	736.0	50.40760869565217
"CST11"	"unknown"	500.5	47.37652576853526
"CST8"	"unknown"	838.5	51.66068183970997
"CST13P"	"unknown"	1157.0	49.00605012964564
"CST9L"	"unknown"	958.0	51.25260960334029
"CST9"	"unknown"	1689.0	53.818827708703374
"CST3"	"unknown"	1542.0	59.05250412338736
"CST4"	"unknown"	736.0	58.016304347826086
"CST1"	"unknown"	760.0	58.28947368421053
"CST2"	"unknown"	694.0	57.78097982708934
"CST5"	"unknown"	749.0	55.67423230974633
"GGTLC1"	"unknown"	1010.0	60.03578706012148
"FLJ33581"	"unknown"	2376.0	44.19191919191919
"SYNDIG1"	"unknown"	2523.0	59.80975029726516
"CST7"	"unknown"	930.0	57.31182795698925
"APMAP"	"unknown"	2221.0	52.9941467807294
"ACSS1"	"unknown"	3326.25	56.89330545183934
"VSX1"	"unknown"	2025.3333333333333	57.63740959434093
"LOC284798"	"unknown"	2723.3333333333335	50.699352686005824
"LOC101926889"	"unknown"	2180.0	45.18348623853211
"ENTPD6"	"unknown"	2727.5	59.41709175476528
"PYGB"	"unknown"	4131.0	58.484628419268944
"ABHD12"	"unknown"	1923.5	58.68080562789818
"GINS1"	"unknown"	3289.0	41.836424445120095
"NINL"	"unknown"	4973.0	57.631208526040616
"NANP"	"unknown"	3800.0	38.81578947368421
"ZNF337-AS1"	"unknown"	980.0	50.04118037419152
"ZNF337"	"unknown"	4451.5	47.84087670396663
"FAM182B"	"unknown"	3236.5	52.335183934530434
"LOC101926935"	"unknown"	6282.0	50.238777459407835
"LOC101926955"	"unknown"	4604.0	37.293657688966114
"LOC100134868"	"unknown"	1554.0	50.77220077220077
"FAM182A"	"unknown"	5111.0	52.25983173547251
"NCOR1P1"	"unknown"	419.0	40.09546539379475
"MIR663AHG"	"unknown"	1213.0	41.05523495465787
"MIR663A"	"unknown"	91.5	77.06093189964157
"FRG1CP"	"unknown"	846.0	37.5886524822695
"FRG1DP"	"unknown"	531.0	40.67796610169491
"FRG2EP"	"unknown"	2074.0	42.2854387656702
"MIR4477B"	"unknown"	80.66666666666667	42.150205761316876
"MIR4477A"	"unknown"	80.66666666666667	42.150205761316876
"FRG1BP"	"unknown"	946.0	41.33192389006342
"MLLT10P1"	"unknown"	555.0	32.072072072072075
"DEFB115"	"unknown"	267.0	43.07116104868914
"DEFB116"	"unknown"	309.0	43.36569579288026
"DEFB118"	"unknown"	1137.0	42.83201407211961
"DEFB119"	"unknown"	498.0	48.18813385723496
"DEFB121"	"unknown"	435.5	43.78257927403068
"DEFB122"	"unknown"	496.0	42.54032258064516
"DEFB123"	"unknown"	500.0	50.42163664924411
"DEFB124"	"unknown"	216.0	52.77777777777778
"REM1"	"unknown"	1670.0	60.119760479041915
"LINC00028"	"unknown"	587.0	53.4923339011925
"HM13"	"unknown"	1847.75	56.55897021626242
"MCTS2P"	"unknown"	835.0	44.31137724550898
"HM13-AS1"	"unknown"	489.0	56.032719836400815
"ID1"	"unknown"	1112.5	58.15391179817162
"MIR3193"	"unknown"	55.0	56.36363636363637
"COX4I2"	"unknown"	684.0	60.67251461988304
"BCL2L1"	"unknown"	2464.5	56.56390203847428
"ABALON"	"unknown"	1903.0	56.54230162900683
"TPX2"	"unknown"	3662.0	47.07809939923539
"MYLK2"	"unknown"	2793.0	59.72073039742212
"FOXS1"	"unknown"	1318.0	64.18816388467374
"DUSP15"	"unknown"	1259.6666666666667	65.54345999690547
"TTLL9"	"unknown"	1607.0	56.502800248911015
"PDRG1"	"unknown"	1373.0	54.69774217042971
"XKR7"	"unknown"	2910.0	63.67697594501718
"CCM2L"	"unknown"	2532.0	64.0995260663507
"HCK"	"unknown"	2173.6666666666665	56.55779037831306
"TM9SF4"	"unknown"	3978.0	52.11161387631976
"TSPY26P"	"unknown"	1215.0	65.92592592592592
"PLAGL2"	"unknown"	5656.0	51.16690240452617
"POFUT1"	"unknown"	3363.0	50.134932682418494
"MIR1825"	"unknown"	53.0	64.15094339622641
"KIF3B"	"unknown"	6113.0	47.70161949942745
"ASXL1"	"unknown"	4054.5	55.36740562925118
"NOL4L"	"unknown"	6432.5	54.02932541200499
"LOC101929698"	"unknown"	1771.0	55.11010728402033
"LOC149950"	"unknown"	845.0	54.55621301775148
"C20orf203"	"unknown"	4793.0	55.01773419570207
"COMMD7"	"unknown"	1909.5	53.94081435186557
"DNMT3B"	"unknown"	4129.0	53.97863528294706
"MAPRE1"	"unknown"	2623.0	43.84292794510103
"SUN5"	"unknown"	1252.0	54.552715654952074
"BPIFB2"	"unknown"	1920.0	58.854166666666664
"BPIFB6"	"unknown"	1362.0	54.69897209985316
"BPIFB3"	"unknown"	1556.0	58.61182519280206
"BPIFB4"	"unknown"	2174.0	57.681692732290706
"BPIFA2"	"unknown"	1052.0	51.23574144486692
"BPIFA4P"	"unknown"	1203.0	47.79717373233583
"BPIFA3"	"unknown"	1127.0	53.66126294474567
"BPIFA1"	"unknown"	1054.3333333333333	54.665567537550665
"BPIFB1"	"unknown"	1727.0	55.58772437753329
"CDK5RAP1"	"unknown"	2007.2	51.775609618560964
"SNTA1"	"unknown"	2340.0	64.78632478632478
"CBFA2T2"	"unknown"	7501.666666666667	50.52661559333217
"NECAB3"	"unknown"	1988.0	63.42586977784518
"C20orf144"	"unknown"	570.0	68.7719298245614
"ACTL10"	"unknown"	2028.0	66.46942800788955
"E2F1"	"unknown"	2700.0	61.666666666666664
"PXMP4"	"unknown"	5624.5	49.67377336356249
"ZNF341"	"unknown"	3500.25	60.682372452828325
"ZNF341-AS1"	"unknown"	646.0	49.22600619195047
"CHMP4B"	"unknown"	1647.0	53.43047965998786
"RALY-AS1"	"unknown"	626.5	53.77312822719449
"RALY"	"unknown"	4749.0	55.84359109940505
"MIR4755"	"unknown"	72.0	47.22222222222222
"EIF2S2"	"unknown"	2592.0	44.675925925925924
"ASIP"	"unknown"	584.0	61.47260273972603
"AHCY"	"unknown"	2289.0	55.68656685898574
"ITCH"	"unknown"	6394.666666666667	39.17614139612079
"MIR644A"	"unknown"	94.0	32.97872340425532
"DYNLRB1"	"unknown"	802.5	53.01910295310648
"MAP1LC3A"	"unknown"	958.0	63.141483149498114
"PIGU"	"unknown"	1832.0	52.51091703056768
"TP53INP2"	"unknown"	4124.0	56.062075654704174
"NCOA6"	"unknown"	5572.5	50.49559470219787
"HMGB3P1"	"unknown"	888.0	47.52252252252252
"GGT7"	"unknown"	2640.0	61.21212121212121
"ACSS2"	"unknown"	2950.6666666666665	53.60464725863341
"GSS"	"unknown"	1900.0	55.89473684210526
"MYH7B"	"unknown"	6584.0	61.558323207776425
"MIR499A"	"unknown"	122.0	59.83606557377049
"MIR499B"	"unknown"	73.0	50.68493150684932
"TRPC4AP"	"unknown"	3158.0	53.293150783830455
"EDEM2"	"unknown"	1948.0	54.447821505482864
"PROCR"	"unknown"	1484.0	52.96495956873316
"MMP24"	"unknown"	4333.0	60.02769443803369
"MMP24-AS1"	"unknown"	1730.5	60.9925631736159
"EIF6"	"unknown"	1052.4285714285713	57.478879932341556
"FAM83C-AS1"	"unknown"	368.0	53.80434782608695
"FAM83C"	"unknown"	3166.0	60.42324699936829
"UQCC1"	"unknown"	2354.0	51.761847815459134
"GDF5"	"unknown"	2328.0	59.106529209621996
"MIR1289-1"	"unknown"	144.0	41.666666666666664
"CEP250"	"unknown"	8324.0	56.96780394041326
"C20orf173"	"unknown"	1589.5	52.45414417303615
"ERGIC3"	"unknown"	1358.5	55.465855236563556
"FER1L4"	"unknown"	6717.0	59.68438290903677
"SPAG4"	"unknown"	1452.0	61.570247933884296
"CPNE1"	"unknown"	2080.0	55.2589870094295
"RBM12"	"unknown"	6662.25	40.72955953886283
"NFS1"	"unknown"	2374.6666666666665	50.46671976206528
"ROMO1"	"unknown"	461.0	61.17136659436009
"RBM39"	"unknown"	2878.5714285714284	42.63049636543388
"PHF20"	"unknown"	5889.0	45.42367125148582
"SCAND1"	"unknown"	1136.5	65.30313542642091
"CNBD2"	"unknown"	1951.75	48.9687464616655
"LINC00657"	"unknown"	5343.0	41.530975107617444
"EPB41L1"	"unknown"	6057.4	52.923469773312284
"AAR2"	"unknown"	2625.5	55.00439350052882
"DLGAP4"	"unknown"	3952.0	58.98622067351814
"DLGAP4-AS1"	"unknown"	1207.0	50.207125103562554
"MYL9"	"unknown"	1116.0	61.39115905706295
"TGIF2"	"unknown"	3382.25	51.72829639005711
"TGIF2-C20orf24"	"unknown"	1090.0	48.440366972477065
"C20orf24"	"unknown"	1116.25	52.67584839682408
"SLA2"	"unknown"	2529.0	55.08057898278963
"NDRG3"	"unknown"	2936.3333333333335	47.47691960351142
"DSN1"	"unknown"	2234.4	44.25869348033028
"SOGA1"	"unknown"	5873.0	60.72428787437663
"TLDC2"	"unknown"	2041.0	51.24892605209665
"SAMHD1"	"unknown"	3189.0	45.78237692066479
"RBL1"	"unknown"	4461.5	40.71512392564483
"MROH8"	"unknown"	2519.6666666666665	51.22294428619829
"RPN2"	"unknown"	2483.0	51.227688945130126
"GHRH"	"unknown"	459.5	54.18920326989931
"MANBAL"	"unknown"	1256.5	54.82772301110215
"SRC"	"unknown"	4075.5	60.26696962373137
"BLCAP"	"unknown"	2093.2	52.47195505326785
"NNAT"	"unknown"	1261.5	58.31153734379541
"LINC00489"	"unknown"	543.0	50.27624309392265
"LOC100287792"	"unknown"	2112.0	51.89393939393939
"CTNNBL1"	"unknown"	2026.5	51.86551326559055
"VSTM2L"	"unknown"	1961.0	67.00662927078021
"TTI1"	"unknown"	3895.0	48.66290829068071
"RPRD1B"	"unknown"	3872.0	46.771694214876035
"TGM2"	"unknown"	2900.5	59.08499399818548
"KIAA1755"	"unknown"	6412.0	58.18777292576419
"LOC149684"	"unknown"	413.0	45.27845036319613
"BPI"	"unknown"	1845.0	51.86991869918699
"LBP"	"unknown"	1894.0	53.90707497360084
"SNHG17"	"unknown"	1115.5	57.988897585063384
"SNORA71B"	"unknown"	136.0	51.470588235294116
"SNORA71A"	"unknown"	138.0	53.6231884057971
"SNORA71C"	"unknown"	138.0	57.971014492753625
"SNORA71D"	"unknown"	138.0	54.34782608695652
"SNHG11"	"unknown"	1087.0	60.349586016559336
"SNORA71E"	"unknown"	136.0	56.61764705882353
"SNORA60"	"unknown"	136.0	51.470588235294116
"RALGAPB"	"unknown"	8622.666666666666	42.95824986332773
"MIR548O2"	"unknown"	70.0	41.42857142857143
"ADIG"	"unknown"	715.0	56.94796604563995
"ARHGAP40"	"unknown"	2838.0	57.18816067653277
"SLC32A1"	"unknown"	2574.0	61.46076146076146
"ACTR5"	"unknown"	2479.0	53.691004437273094
"PPP1R16B"	"unknown"	6188.0	54.42714994172361
"FAM83D"	"unknown"	2430.0	51.60493827160494
"DHX35"	"unknown"	3297.6666666666665	49.219160060604594
"LOC339568"	"unknown"	1514.0	44.319682959048876
"LINC01370"	"unknown"	796.0	41.84460918063091
"MAFB"	"unknown"	3393.0	56.439728853521956
"TOP1"	"unknown"	3733.0	42.13769086525583
"PLCG1-AS1"	"unknown"	1794.0	46.04236343366778
"PLCG1"	"unknown"	5203.5	56.38512454199061
"MIR6871"	"unknown"	56.0	64.28571428571429
